id,numero,familia,subfamilia,cuando_aplica,tipo,manual_ficha,tipificacion,causa_reclamo,proceso_resolucion,script_rrss,tiene_wizard
c125,125,Funcionamiento y Entorno de Local/CD,ServiFácil,Cliente reclama que el pago que realizó de su cuenta ServiFácil se realizó a otra persona o que presenta algún error,Reclamo,Pago erróneo de servicio a otra persona en ServiFacil (400606),400606,Pago erróneo de servicio a otra persona en ServiFacil,Crear un caso en HOLA,"Te informo que para poder revisar tu caso debes enviar una foto o PDF con el ticket emitido en el tótem de ServiFácil y/o el comprobante de pago que te entrega el cajero al correo 📨recservifacil@walmart.com. 
 
Considerar que además voy a necesitar que me puedas indicar el nombre de la empresa de servicios, el identificador que presenta problemas y tu Rut con el cual ingresaste al tótem de ServiFácil. Adicionalmente, si tu pago fue realizado con alguna tarjeta bancaria, se debe adjuntar la cartola del banco donde aparece el descuento dos veces  y con esa información podremos revisar tu caso. El plazo de resolución es de 5 días🤝.",0
c128,128,Atención a clientes,Atención,Cliente reclama por malestar al solicitar por ley cédula de identidad a cliente para compra de bebidas alcóholicas,Reclamo,Petición del Cédula de Identidad en compra de bebidas alcohólicas (100006),100006,Petición de Cédula de Identidad en compra de bebidas alcohólicas,Crear un caso en HOLA,"Te comento que en Walmart la venta de bebidas alcohólicas son exclusivamente para personas mayores a los 18 años. Por lo mismo, se debe pedir el carnet de identidad para la corroboración de la edad. Por favor indícame tu Rut para dejar registro de esta atención🤝.",0
c130,130,Funcionamiento y Entorno de Local/CD,Zona asistida,Cliente reclama que hay poca disponibilidad de cajas abiertas,Reclamo,,200614,Pocas cajas de atención abiertas,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente para solucionarlo a la brevedad. Por favor indícame el local donde tuviste el inconveniente para dejar registro de este contacto🤝.,0
c132,132,"Publicidad, campañas y promociones",Promociones,Cliente reclama por precios de producto sin haber realizado compra,Reclamo,Precio elevado del producto - sin compra (601001),601001,Precio elevado del producto - sin compra,Crear un caso en HOLA,"Nuestro sello como compañía es ""Precios bajos todos los días"" en búsqueda de brindar la mejor experiencia en sala. Esta información será enviada al área correspondiente, con el fin de que puedan detectar oportunidades de mejoras🤝.",0
c134,134,Funcionamiento y Entorno de Local/CD,Sala,"Cliente denuncia presencia de plagas (roedores, insectos, aves, etc.) en la sala de venta como en sus alrededores",Reclamo,Presencia de plagas en sala (201611)​,201611,Presencia de plagas en sala,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente para solucionarlo a la brevedad. Por favor indícame el local donde tuviste el inconveniente para dejar registro de este contacto💻.,0
c135,135,Atención a clientes,Atención,Cliente reclama problemas con la zona de envoltura de papel de regalo,Reclamo,Problema con envoltura de papel de regalo (400401),400401,Problema con envoltura de papel de Regalo,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente para solucionarlo a la brevedad. Por favor indícame el local donde tuviste el inconveniente para dejar registro de este contacto💻.,0
c136,136,"Pagos, tarjetas y reembolsos",Problemas pago,Cliente no puede realizar compra con factura o presenta problemas/errores al hacerlo.,Reclamo,,500301,Problemas al comprar con factura,"Crear un caso en HOLA 

Escribir en la descripción, el nombre de la página web junto con lo que indica el cliente.","Gracias por tu comentario, con esta información nos ayudas a mejorar la experiencia que le brindamos como nuestro cliente. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejora. 
Le recordamos que actualmente solo se puede comprar con factura en las cajas de nuestros locales. No así compras ecommerce☝️.",0
c137,137,Mi Club,Acumulación pesos Mi Club,Cliente reclama que no se acumularon los PMC correctos basado en las promociones o campañas activas,Reclamo,,1300518,Diferencia con acumulación promocional Pesos Mi Club,Crear un caso en HOLA,"Comprendo. Te informo que para gestionar tu requerimiento relacionado con el inconveniente de acumulación en el programa Mi Club, es necesario registrar tu caso. El plazo de resolución es de hasta 5 días🤝.",0
c139,139,Atención a clientes,Atención,Cliente reclama que no hay disponibilidad de bolsas o estas son de calidad deficiente,Reclamo,Problemas con bolsas reutilizables (170026),170026,Problemas con bolsas reutilizables,Crear un caso en HOLA,"Agradezco tu comentario. Con esta información nos ayudas a mejorar la experiencia que te brindamos como nuestro cliente. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejora🤝.",0
c141,141,Mi Club,Canje de Pesos Mi Club,Cliente reclama no haber podido realizar canje o se descontó un monto diferente de PMC,Reclamo,Problemas con canje de Pesos Mi Club (1300519)​,1300519,Problemas con canje de pesos mi club,Crear un caso en HOLA,"Comprendo. Te informo que para gestionar tu requerimiento relacionado con el inconveniente de acumulación en el programa Mi Club, es necesario registrar tu caso. El plazo de resolución es de hasta 5 días🤝.",0
c142,142,"Pagos, tarjetas y reembolsos",Problemas pago,Cliente manifiesta disconformidad o sospecha frente al billete que se entregó en el vuelto,Reclamo,Problemas con el billete entregado en caja tradicional autoservicio (200615),200615,Problemas con el billete entregado en caja tradicional/autoservicio,Crear un caso en HOLA,"Te comento que en Lider nos preocupamos por nuestros clientes. Te recomiendo dirigirte al local donde tuviste el inconveniente para que sea solucionado☝️.

Indicación para el ejecutivo: Ingresar caso con resolución: <Cliente derivado a local>",0
c144,144,Sitios web y apps Walmart,Navegación del sitio,Cliene denuncia que el sitio web de Mi Club presenta algún problema,Reclamo,Problemas con el sitio Mi Club (1300404),1300404,Problemas con el sitio Mi Club,Crear un caso en HOLA,"Según lo que me indicas sobre tu requerimiento con el inconveniente que presenta el sitio Mi Club, serás derivado para su revisión. Para apoyar mejor la revisión, ¿podrías indicarme desde qué tipo de dispositivo intentas ingresar (smartphone, computador o tablet)?🤔
Además, ¿qué navegador estás utilizando (por ejemplo, Chrome, Safari, Edge, Firefox, etc.)?
Mientras tanto, te sugiero intentar las siguientes acciones:
Recargar la página, borrar el historial de navegación, en caso de ser necesario Reiniciar tu celular o PC☝️.

Recordarte también que para revisar el saldo de pesos mi club, puedes ingresar directamente desde lider.cl o Lider App para verlo🙌.",0
c145,145,Funcionamiento y Entorno de Local/CD,Sala,"Cuando el cliente se comunique para reclamar por problemas relacionados con infraestructura y equipamiento (caja sin vuelto, problemas de estacionamiento, falta de carros, etc)",Reclamo,,201101,Problemas de infraestructura y/o equipamiento,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente de la tienda para solucionarlo a la brevedad🤝.,0
c146,146,Funcionamiento y Entorno de Local/CD,Juegos de azar,Cliente reclama tener problemas con los juegos de azar,Reclamo,Problemas con juegos de azar (400201),400201,Problemas con juegos de azar,Crear un caso en HOLA,Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente de la tienda para solucionarlo a la brevedad🤝.,0
c150,150,"Pagos, tarjetas y reembolsos",Problemas pago,Cliente reclama que sistema de cajas presenta problemas y no le permite efectuar el pago de su compra,Reclamo,,500307,Problemas con medios de pago en caja/Sistema caído en tienda,"Crear un caso en HOLA 

Escribir en la descripción, el nombre de la página web junto con lo que indica el cliente.",Te comento que en Lider nos preocupamos por nuestros clientes. Informaré al área correspondiente para solucionarlo a la brevedad. Por favor indícame el local donde tuviste el inconveniente para dejar registro de este contacto🤝.,0
c151,151,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente denuncia que tuvo problemas para notificar su llegada a Pick Up,Reclamo,,800412,Problemas para dar aviso de llegada de cliente en zona de pickup,Crear un caso en HOLA,"Agradezco tu comentario. Con esta información nos ayudas a mejorar la experiencia que te brindamos como nuestro cliente. La información será enviada al área de operaciones, con el fin de que puedan detectar oportunidades de mejora🤝.",0
c152,152,"Despacho, entrega y estado del pedido",Problemas con la entrega,Cliente reclama por productos faltantes de compra Online que sí fueron cobrados. Si la compra es física usar causa 'Olvido de producto en el local',Reclamo,Producto cobrado no entregado (800404)​,800404,Producto cobrado no entregado,"Crear caso en HOLA / Descartar: que no sea un quiebre / producto sustituto y revisar Beetrack

*Si el monto de compra es menor a $1.000 se devolverá como pesos Mi club (excepto pagos con T Lider).","SOD

1. Caso quiebre :
Muchas gracias por el tiempo en espera. Te comento que estoy revisando en nuestro sistema y me figura que esos productos se encontraban sin stock al momento de armar tu pedido. Por lo tanto, no se realizó ningún cobro🤝.

¿Podrías revisar tu boleta y confirmar que efectivamente no esté realizado el cobro? 🙌

(Respuesta de cliente) 

Muchas gracias por la información entregada. De todas maneras, debo informarte que registraré este caso acerca de lo que solicitaste durante esta atención 💻.

Indicación para el ejecutivo: Ingresar caso con resolución <Información de compra entregada en el contacto>

2. Caso sustituto

a. Cliente conforme:

De todas maneras, debo informarte que registraré este caso acerca de lo que solicitaste durante esta atención💻.

Indicación para el ejecutivo: Utilizar la siguiente causa <Consulta por productos enviados/sustituidos/faltantes> (800400) y dejar una Glosa en la descripción del caso indicando lo siguiente: productos sustitutos
 
b. Cliente disconforme:

Comprendo. Te comento que debo registrar este caso para poder gestionar la devolución de tu dinero. El plazo de resolución es de 5 días🤝.
 
Causa <Inconformidad con producto sustituido en pedido> (800407).
 
3. Caso “Revisión en Beetrack” - Los productos SI son visibles en la entrega:
Comprendo. Te comento que estoy revisando en nuestro sistema y la fotografía muestra que el producto XXXX fue entregado correctamente.
 
¿Podrías revisar nuevamente en las bolsas entregadas que efectivamente no esté el producto que menciona?🙌

(Respuesta de cliente)
 
a. Cliente confirma que SI tiene los productos: 
Muchas gracias por la información entregada. De todas maneras, debo informarte que registraré este caso acerca de lo que solicitaste durante esta atención💻.

Indicación para el ejecutivo: Utilizar la siguiente causa <Consulta por productos enviados/sustituidos/faltantes> (800403) y dejar una Glosa en la descripción del caso indicando lo siguiente: productos enviados.
 
4- Anulación parcial en primer contacto

Indicación para el ejecutivo: Revisar evidencia en Beetrack 

1.- No hay evidencia: Campo motivo de incumplimiento “Sin fotografía”

2.- Evidencia no acredita la entrega: Campo motivo de incumplimiento “No se acredita entrega”

3.- Existe evidencia que acredita, pero el cliente insiste que no se le entrego: Campo motivo de incumplimiento “Se visualiza producto en la fotografía”

*MONTO RECLAMADO ES MAYOR A $10.000:*

Indicación para el ejecutivo: El caso debe crearse con resolución ""Devolver dinero (sin retiro de producto)” y completar el campo motivo de incumplimiento:

Te comento que debo registrar este caso para que lo gestione el área especializada. El plazo de resolución es de 5 días🤝.

*MONTO RECLAMADO ES MENOR A $10.000*

Indicación para el ejecutivo: En ese caso debes realizar la cancelación de el/los productos(s) en Excalibur. Apóyate con el siguiente documento (Anulado parcial en primer contacto -SOD)

¿Te permitió cancelar los productos en Excalibur?

*NO se pudo cancelar en Excalibur el/los productos que el cliente reclamo*

Indicación para el ejecutivo: Al momento de crear el caso en la descripción deberás agregar la siguiente glosa “Error en cancelar” seguido de lo mencionado por el cliente, debes completar el campo motivo de incumplimiento y adicionalmente la resolución será <Devolver dinero (sin retiro de producto)>:

Te comento que debo registrar este caso para que lo gestione el área especializada. El plazo de resolución es de 5 días🤝.

SI se pudo cancelar en Excalibur el/los productos que el cliente reclamo- ANULACIÓN EN PRIMER CONTACTO:

Indicación para el ejecutivo: Una vez que se haya generado la anulación deberás generar la captura de la cancelación de Excalibur, Adicionalmente deberás completar el campo de Motivo de incumplimiento, Monto a devolver en pesos chilenos, Número NC y resolución será <Producto/s anulado en primer contacto>:

Te comento que realizaré la anulación de los productos que me indicaste del pedido con número XXXX. El monto a devolver es de $XXXX y la devolución de tu dinero se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝.

Indicación para el ejecutivo: Debes validar si ya existe algún caso creado asociado a la orden de compra del cliente y una compensación solicitada. De no tener ningun caso de compensación, debes entregar la siguiente información al cliente:
Adicionalmente, solicitaré que pueda realizarse un abono excepcional en Pesos Mi Club para mejorar tu experiencia, el que se hará efectivo en el transcurso de los próximos 5 días. Esto está sujeto a que no tenga otro abono anterior por la misma compra☝️.

Te comento que debo registrar este caso para que el área especializada se comunique contigo y adicionalmente puedas revisar en detalle la información asociada a la entrega de tu pedido. El plazo de resolución es de 7 días🤝.

Indicación para el ejecutivo: MKT:

Te comento que debo registrar este caso para que el área especializada se comunique contigo y pueda gestionar la devolución de tu dinero. El plazo de resolución es de 7 días🤝.",0
c153,153,Producto,Garantía legal,"Cliente reclama que recibió un producto, pesable o unitario, cuya etiqueta del empaque /etiquetado (del pesable) no coincide con el producto.",Reclamo,,1551212,Producto diferente a etiqueta/etiquetado,"Crear un caso en HOLA

*Si el monto de compra es menor a $1.000 se devolverá como pesos Mi club (excepto pagos con T Lider).

*Alerta “En caso de Garantía Legal o de Satisfacción, debes derivar a este cliente a tienda para que pueda ejercer la garantía con el producto físico y el documento que acredite la entrega” sobre la información personal del cliente. Crear caso y en la “Resolución elegida por el cliente” seleccionar “Cliente derivado a local” e indicar al cliente que debe ir a local.","SOD

a) Monto a devolver es MAYOR a $15.000:*

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso WhatsApp (la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia) y selecciona como resolución “cliente derivado a local"":

Te comento que para gestionar tu caso, debes dirigirte al local más cercano con el producto y la boleta o cualquier documento que acredite la compra🛒. De todas maneras, dejaré un registro de lo que me indicaste durante esta atención. Me podrías por favor facilitar fotos del producto para adjuntarlo  como evidencia en el caso🙌.

b) Monto a devolver es MENOR o igual a $15.000*
 
Indicación  para el ejecutivo: En ese caso debes realizar la cancelación de el/los productos(s) en Excalibur. Apóyate con el siguiente documento (Anulado parcial en primer contacto -SOD)
 
¿Te permitió cancelar los productos en Excalibur?

*NO se pudo cancelar en Excalibur el/los productos que el cliente reclamó:

Indicación para el ejecutivo: Deberás crear el caso según el requerimiento del cliente, en la descripción deberás agregar la siguiente glosa “Error en cancelar” seguido de lo mencionado por el cliente,y adjuntando la fotografía de evidencia. Adicionalmente en la “Resolución elegida por el cliente” deberás seleccionar “Devolver dinero”:

Te comento que debo registrar este caso para poder gestionar la devolución de tu dinero, la cual se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Se pudo cancelar en Excalibur el/los productos que el cliente reclamo (ANULACIÓN PARCIAL EN PRIMER CONTACTO):

Indicación para el ejecutivo: Una vez que se haya generado la anulación deberás generar la captura de la cancelación de Excalibur, posteriormente debes crear caso con la resolución “Producto/s anulado en primer contacto” y deberás adjuntar la captura de la cancelación realizada, adjuntando la fotografía de evidencia en el caso:

Te comento que realizaré la anulación de los productos que me indicaste del pedido con número XXXX. El monto a devolver es de $XXXX y la devolución de tu dinero se podrá ver reflejada dentro del día o un plazo máximo de 7 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes validar si ya existe algún caso creado asociado a la orden de compra del cliente y una compensación solicitada. De no tener ningún caso de compensación, debes entregar la siguiente información al cliente:

Adicionalmente, solicitaré que pueda realizarse un abono excepcional en Pesos Mi Club para mejorar tu experiencia🙌, el que se hará efectivo en el transcurso de los próximos 5 días. Esto está sujeto a que no tengas otro abono anterior por la misma compra🤝.
 
**SÓLO Alerta en HOLA para garantías SOD/CATEX/MKTP **

Pickup/ Home Delivery:

Te comento que para poder gestionar tu requerimiento, debes dirigirte al local más cercano con la boleta que acredite la compra🛒. De todas maneras, te informo que registraré este caso acerca de lo que solicitaste durante esta atención. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia del caso?🙌.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia .

Indicación para el ejecutivo: Ingresar caso con resolución ""cliente derivado a local"".

CATEX (HD y Pickup)

1. Monto menor o igual a 15.000 (aplica KIP):

Para poder realizar la devolución de tu dinero, registraré en nuestro sistema tu solicitud. tu caso será gestionado dentro de los próximos 3 días hábiles🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indiación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso y selecciona como resolución ""devolver dinero"".

2. Monto mayor a 15.000 (no aplica KIP)

Indicación para el ejecutivo: Debes consultar al cliente si desea el Cambio de producto o la Devolución del dinero.

(respuesta cliente)

2.1 Si el cliente quiere cambio de producto

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso  y selecciona como resolución ""Cambiar producto"".

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

2.2 Si el cliente quiere devolución de dinero:

Te informo que para proceder con la devolución de tu dinero, tienes dos opciones👉: Puedes dirigirte a la tienda con la boleta o agendar el correspondiente retiro. Por favor, ¿me podrías indicar qué opción prefieres?🙌.

(respuesta del cliente)

a) Cliente prefiere dirigirse a tienda:
Entiendo, en ese caso debes dirigirte al local más cercano con el producto y la boleta para que puedan realizar la gestión correspondiente. De todas maneras, te informo que registraré este caso acerca de lo que solicitaste durante esta atención💻. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo como evidencia en el caso?🤝.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso WhatsApp y selecciona como resolución ""Cliente derivado a local"".

b) Cliente prefiere retiro del producto:

Te comento que debo registrar este caso para que el área especializada se comunique contigo y adicionalmente pueda revisar en detalle la información asociada a la entrega de tu pedido. El plazo de resolución es de 7 días🤝. Por favor, ¿me podrías facilitar fotos del producto para adjuntarlo  como evidencia en el caso?💻.

Indicación para el ejecutivo: la fotografía no es obligatoria para hacer valer la garantia, pero si debe solicitarse y adjuntarse si el cliente la envia como evidencia.

Indicación para el ejecutivo: Debes crear caso según la causa de Garantía Legal indicando el detalle del problema del cliente en la descripción, adjuntando la fotografía de evidencia en el caso y selecciona como resolución ""Devolver dinero (Posterior al retiro de producto)"".

ECOMMERCE (MARKETPLACE)

Indicación para el ejecutivo: Si cliente manifiesta que desea la devolución del producto por cualquier causa de garantía (de Satisfacción/Legal) en productos vendidos por Marketplace y Marketplace Internacional, debes inicialmente identificar qué producto es, posteriormente validar tipo de entrega:

Indicación para el ejecutivo: *Debes validar la fecha de compra, cuidando los plazos de garantía*:

Revisé tu compra y el producto está próximo a vencer su garantía☝️ (de Satisfacción/Legal). Para poder ayudarte a tiempo, la alternativa más rápida es que acudas a locales Hiper Lider con el producto y boleta🤝.

Tipo de entrega Pickup: Para este tipo de compra la única opción que debemos indicar al cliente es < Realizar la entrega del producto en locales Hiper Lider >. *(Debes continuar la atención con las indicaciones detallados en la opción A)*.

Tipo de entrega HD:

CASO 1:

-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea igual o menor a $125.000 a excepción de productos frágiles:
Para este tipo de productos, puedes elegir entre las 3 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider, devolver el producto en Puntos BlueExpress COPEC, o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A, B o C)*.
 
CASO 2:
 
-Producto Parcel: (Producto pequeño, fácil de transportar y que se envíe por mensajería) y cuyo valor sea mayor a $125.000 incluyendo productos frágiles:
Para este tipo de productos, puedes elegir entre las 2 opciones disponibles para devolver el mismo👉: Realizar la entrega del producto en locales Hiper Lider o solicitar el retiro en domicilio🚚. *(Debes continuar la atención con las indicaciones detalladas según la opción elegida por el cliente A o C)*.
 
CASO 3:
 
-Producto BIG: Camas, colchones, refrigeradores, cocinas y lavadoras: Para este tipo de producto la única opción que debemos indicar al cliente es <Retiro en domicilio para su posterior devolución de dinero>. *(Debes continuar la atención con las indicaciones detallados en la opción C)*.

Opción elegida por el cliente:

A.- realizar entrega de producto en locales Hiper Lider:
Te comento que, de acuerdo con tu solicitud, puedes acercarte a cualquiera de nuestras tiendas HIPER LIDER y entregar el producto en el área de Servicio al Cliente☝️.  
Una vez realizada la entrega, se generará automáticamente la devolución del dinero al mismo medio de pago utilizado en tu compra🛍️. En la tienda se te entregará un comprobante con los detalles de la devolución🤝.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la casuística de garantía legal correctamente identificada. Recuerda seleccionar correctamente la resolución elegida por el cliente “Cliente derivado a local”.
 
B.-Devolución en Puntos BlueExpress COPEC:

Te comento que, voy a registrar el caso para que el área especializada se comunique contigo dentro de los próximos 3 días🗓️. Una vez te contacten, recibirás un correo con la etiqueta y las instrucciones para embalar el producto correctamente. Con el producto ya embalado según las indicaciones, podrás llevarlo a cualquier Punto BlueExpress COPEC habilitado para completar la devolución. Te recomiendo entregarlo directamente en el mesón del punto BlueExpress COPEC🤝.

Indicación para el ejecutivo: si cliente solicita apoyo con la dirección del punto copec más cercano a su domicilio. Debes validar la información en el link: https://www.blue.cl/personas/puntos-de-entrega, completar los datos necesarios y filtrando en el campo “tipos de punto” eligiendo la opción: Puntos BlueExpress COPEC. Podrás obtener la respuesta para el cliente y entregar la dirección.

Te comento que, el plazo máximo para entregar el producto es de 3 días desde la emisión de la etiqueta☝️. Si se excede este tiempo, deberás volver a contactarnos🙌.

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Solicitud de retiro de producto - No alimentario (170020)”. Recuerda seleccionar correctamente la resolución elegida por el cliente “Devolver en Punto BlueExpress”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.
 
C.-Retiro a domicilio:

Te comento que, de acuerdo con tu solicitud, voy a verificar en nuestro sistema una posible fecha de retiro🗓️. (Revisar Excel de coberturas Marketplace).
De acuerdo con la información que me entrega nuestro sistema, La fecha de retiro será el día👉 XX-XX-XXXX.  
Para que se ejecute el retiro, es necesario que me otorgues la siguiente información👇:

Indicación para el ejecutivo: Debes crear SÓLO el caso con la siguiente casuística ""Solicitud de retiro de producto - No alimentario (170020)"". Recuerda seleccionar correctamente la resolución elegida por el cliente “reagendamiento de retiro”. Dirígete al final del Script para revisar todo el detalle necesario que requiere este caso.

IMPORTANTE:

**Detalle necesario que requiere el caso**:

•Descripción del caso debe comenzar con el encabezado: “Retiro en domicilio para Devolución de Dinero” o “Devolución en Puntos BlueExpress COPEC” según la opción elegida por el cliente.

•Número del Sg a Retirar:

•Descripción del producto: Tal como indica “HOLA” indica ítem Ejem 1234 Refrigerador.

•Cantidad de Unidades a Retirar:

•Precio del producto:

•Estado del producto: ""Sin daño, Daño menor, Daño grave, Daño irreparable"" y

adicional indica detalles del daño en caso de tenerlo como (abollado, rallado, quebrado).

•Estado del Embalaje: ""Embalado cliente""/""Nuevo y Sellado""/""Embalaje con daños"".

Siempre indicar a cliente que debe estar embalado.

•Cantidad de Bultos: Bultos/Paquetes en los que el cliente entregará el producto.

•Tipo de producto: BIG o Parcel, según corresponda.""",1
